id,date,store_nbr,family,sales,onpromotion,is_open
78411,2013-02-14,1,BEVERAGES,728.0,0,True
80193,2013-02-15,1,BEVERAGES,905.0,0,True
81975,2013-02-16,1,BEVERAGES,989.0,0,True
83757,2013-02-17,1,BEVERAGES,299.0,0,True
85539,2013-02-18,1,BEVERAGES,933.0,0,True
87321,2013-02-19,1,BEVERAGES,852.0,0,True
89103,2013-02-20,1,BEVERAGES,882.0,0,True
90885,2013-02-21,1,BEVERAGES,910.0,0,True
92667,2013-02-22,1,BEVERAGES,959.0,0,True
94449,2013-02-23,1,BEVERAGES,1000.0,0,True
96231,2013-02-24,1,BEVERAGES,439.0,0,True
98013,2013-02-25,1,BEVERAGES,851.0,0,True
99795,2013-02-26,1,BEVERAGES,787.0,0,True
101577,2013-02-27,1,BEVERAGES,962.0,0,True
103359,2013-02-28,1,BEVERAGES,960.0,0,True
105141,2013-03-01,1,BEVERAGES,911.0,0,True
106923,2013-03-02,1,BEVERAGES,1221.0,0,True
108705,2013-03-03,1,BEVERAGES,372.0,0,True
110487,2013-03-04,1,BEVERAGES,1037.0,0,True
112269,2013-03-05,1,BEVERAGES,780.0,0,True
114051,2013-03-06,1,BEVERAGES,1069.0,0,True
115833,2013-03-07,1,BEVERAGES,1094.0,0,True
117615,2013-03-08,1,BEVERAGES,1186.0,0,True
119397,2013-03-09,1,BEVERAGES,1089.0,0,True
121179,2013-03-10,1,BEVERAGES,548.0,0,True
122961,2013-03-11,1,BEVERAGES,1072.0,0,True
124743,2013-03-12,1,BEVERAGES,833.0,0,True
126525,2013-03-13,1,BEVERAGES,1078.0,0,True
128307,2013-03-14,1,BEVERAGES,753.0,0,True
130089,2013-03-15,1,BEVERAGES,967.0,0,True
131871,2013-03-16,1,BEVERAGES,1092.0,0,True
133653,2013-03-17,1,BEVERAGES,466.0,0,True
135435,2013-03-18,1,BEVERAGES,772.0,0,True
137217,2013-03-19,1,BEVERAGES,836.0,0,True
138999,2013-03-20,1,BEVERAGES,1059.0,0,True
140781,2013-03-21,1,BEVERAGES,756.0,0,True
142563,2013-03-22,1,BEVERAGES,842.0,0,True
144345,2013-03-23,1,BEVERAGES,985.0,0,True
146127,2013-03-24,1,BEVERAGES,390.0,0,True
147909,2013-03-25,1,BEVERAGES,856.0,0,True
149691,2013-03-26,1,BEVERAGES,788.0,0,True
151473,2013-03-27,1,BEVERAGES,1198.0,0,True
153255,2013-03-28,1,BEVERAGES,1043.0,0,True
155037,2013-03-29,1,BEVERAGES,280.0,0,True
156819,2013-03-30,1,BEVERAGES,787.0,0,True
158601,2013-03-31,1,BEVERAGES,400.0,0,True
160383,2013-04-01,1,BEVERAGES,931.0,0,True
162165,2013-04-02,1,BEVERAGES,1083.0,0,True
163947,2013-04-03,1,BEVERAGES,1082.0,0,True
165729,2013-04-04,1,BEVERAGES,809.0,0,True
167511,2013-04-05,1,BEVERAGES,1025.0,0,True
169293,2013-04-06,1,BEVERAGES,1053.0,0,True
171075,2013-04-07,1,BEVERAGES,431.0,0,True
172857,2013-04-08,1,BEVERAGES,896.0,0,True
174639,2013-04-09,1,BEVERAGES,826.0,0,True
176421,2013-04-10,1,BEVERAGES,1165.0,0,True
178203,2013-04-11,1,BEVERAGES,867.0,0,True
179985,2013-04-12,1,BEVERAGES,1122.0,0,True
181767,2013-04-13,1,BEVERAGES,1030.0,0,True
183549,2013-04-14,1,BEVERAGES,398.0,0,True
185331,2013-04-15,1,BEVERAGES,842.0,0,True
187113,2013-04-16,1,BEVERAGES,919.0,0,True
188895,2013-04-17,1,BEVERAGES,951.0,0,True
190677,2013-04-18,1,BEVERAGES,785.0,0,True
192459,2013-04-19,1,BEVERAGES,862.0,0,True
194241,2013-04-20,1,BEVERAGES,1192.0,0,True
196023,2013-04-21,1,BEVERAGES,427.0,0,True
197805,2013-04-22,1,BEVERAGES,853.0,0,True
199587,2013-04-23,1,BEVERAGES,832.0,0,True
201369,2013-04-24,1,BEVERAGES,1009.0,0,True
203151,2013-04-25,1,BEVERAGES,898.0,0,True
204933,2013-04-26,1,BEVERAGES,952.0,0,True
206715,2013-04-27,1,BEVERAGES,1012.0,0,True
208497,2013-04-28,1,BEVERAGES,447.0,0,True
210279,2013-04-29,1,BEVERAGES,722.0,0,True
212061,2013-04-30,1,BEVERAGES,1106.0,0,True
213843,2013-05-01,1,BEVERAGES,418.0,0,True
215625,2013-05-02,1,BEVERAGES,995.0,0,True
217407,2013-05-03,1,BEVERAGES,1207.0,0,True
219189,2013-05-04,1,BEVERAGES,1091.0,0,True
220971,2013-05-05,1,BEVERAGES,528.0,0,True
222753,2013-05-06,1,BEVERAGES,1055.0,0,True
224535,2013-05-07,1,BEVERAGES,988.0,0,True
226317,2013-05-08,1,BEVERAGES,987.0,0,True
228099,2013-05-09,1,BEVERAGES,812.0,0,True
229881,2013-05-10,1,BEVERAGES,952.0,0,True
231663,2013-05-11,1,BEVERAGES,1114.0,0,True
233445,2013-05-12,1,BEVERAGES,384.0,0,True
235227,2013-05-13,1,BEVERAGES,992.0,0,True
237009,2013-05-14,1,BEVERAGES,1024.0,0,True
238791,2013-05-15,1,BEVERAGES,928.0,0,True
240573,2013-05-16,1,BEVERAGES,1040.0,0,True
242355,2013-05-17,1,BEVERAGES,939.0,0,True
244137,2013-05-18,1,BEVERAGES,971.0,0,True
245919,2013-05-19,1,BEVERAGES,354.0,0,True
247701,2013-05-20,1,BEVERAGES,819.0,0,True
249483,2013-05-21,1,BEVERAGES,719.0,0,True
251265,2013-05-22,1,BEVERAGES,871.0,0,True
253047,2013-05-23,1,BEVERAGES,974.0,0,True
254829,2013-05-24,1,BEVERAGES,325.0,0,True
256611,2013-05-25,1,BEVERAGES,827.0,0,True
258393,2013-05-26,1,BEVERAGES,310.0,0,True
260175,2013-05-27,1,BEVERAGES,805.0,0,True
261957,2013-05-28,1,BEVERAGES,739.0,0,True
263739,2013-05-29,1,BEVERAGES,1021.0,0,True
265521,2013-05-30,1,BEVERAGES,811.0,0,True
267303,2013-05-31,1,BEVERAGES,913.0,0,True
269085,2013-06-01,1,BEVERAGES,1114.0,0,True
270867,2013-06-02,1,BEVERAGES,335.0,0,True
272649,2013-06-03,1,BEVERAGES,1049.0,0,True
274431,2013-06-04,1,BEVERAGES,1006.0,0,True
276213,2013-06-05,1,BEVERAGES,1143.0,0,True
277995,2013-06-06,1,BEVERAGES,957.0,0,True
279777,2013-06-07,1,BEVERAGES,968.0,0,True
281559,2013-06-08,1,BEVERAGES,1105.0,0,True
283341,2013-06-09,1,BEVERAGES,430.0,0,True
285123,2013-06-10,1,BEVERAGES,961.0,0,True
286905,2013-06-11,1,BEVERAGES,887.0,0,True
288687,2013-06-12,1,BEVERAGES,1064.0,0,True
290469,2013-06-13,1,BEVERAGES,996.0,0,True
292251,2013-06-14,1,BEVERAGES,959.0,0,True
294033,2013-06-15,1,BEVERAGES,1040.0,0,True
295815,2013-06-16,1,BEVERAGES,386.0,0,True
297597,2013-06-17,1,BEVERAGES,1239.0,0,True
299379,2013-06-18,1,BEVERAGES,868.0,0,True
301161,2013-06-19,1,BEVERAGES,1070.0,0,True
302943,2013-06-20,1,BEVERAGES,801.0,0,True
304725,2013-06-21,1,BEVERAGES,901.0,0,True
306507,2013-06-22,1,BEVERAGES,1020.0,0,True
308289,2013-06-23,1,BEVERAGES,432.0,0,True
310071,2013-06-24,1,BEVERAGES,888.0,0,True
311853,2013-06-25,1,BEVERAGES,1061.0,0,True
313635,2013-06-26,1,BEVERAGES,874.0,0,True
315417,2013-06-27,1,BEVERAGES,856.0,0,True
317199,2013-06-28,1,BEVERAGES,1027.0,0,True
318981,2013-06-29,1,BEVERAGES,1044.0,0,True
320763,2013-06-30,1,BEVERAGES,325.0,0,True
322545,2013-07-01,1,BEVERAGES,839.0,0,True
324327,2013-07-02,1,BEVERAGES,941.0,0,True
326109,2013-07-03,1,BEVERAGES,915.0,0,True
327891,2013-07-04,1,BEVERAGES,787.0,0,True
329673,2013-07-05,1,BEVERAGES,895.0,0,True
331455,2013-07-06,1,BEVERAGES,965.0,0,True
333237,2013-07-07,1,BEVERAGES,377.0,0,True
335019,2013-07-08,1,BEVERAGES,1012.0,0,True
336801,2013-07-09,1,BEVERAGES,809.0,0,True
338583,2013-07-10,1,BEVERAGES,819.0,0,True
340365,2013-07-11,1,BEVERAGES,821.0,0,True
342147,2013-07-12,1,BEVERAGES,752.0,0,True
343929,2013-07-13,1,BEVERAGES,890.0,0,True
345711,2013-07-14,1,BEVERAGES,259.0,0,True
347493,2013-07-15,1,BEVERAGES,819.0,0,True
349275,2013-07-16,1,BEVERAGES,831.0,0,True
351057,2013-07-17,1,BEVERAGES,929.0,0,True
352839,2013-07-18,1,BEVERAGES,697.0,0,True
354621,2013-07-19,1,BEVERAGES,1152.0,0,True
356403,2013-07-20,1,BEVERAGES,974.0,0,True
358185,2013-07-21,1,BEVERAGES,279.0,0,True
359967,2013-07-22,1,BEVERAGES,899.0,0,True
361749,2013-07-23,1,BEVERAGES,907.0,0,True
363531,2013-07-24,1,BEVERAGES,1066.0,0,True
365313,2013-07-25,1,BEVERAGES,911.0,0,True
367095,2013-07-26,1,BEVERAGES,1005.0,0,True
368877,2013-07-27,1,BEVERAGES,946.0,0,True
370659,2013-07-28,1,BEVERAGES,295.0,0,True
372441,2013-07-29,1,BEVERAGES,1044.0,0,True
374223,2013-07-30,1,BEVERAGES,787.0,0,True
376005,2013-07-31,1,BEVERAGES,989.0,0,True
377787,2013-08-01,1,BEVERAGES,876.0,0,True
379569,2013-08-02,1,BEVERAGES,908.0,0,True
381351,2013-08-03,1,BEVERAGES,879.0,0,True
383133,2013-08-04,1,BEVERAGES,306.0,0,True
384915,2013-08-05,1,BEVERAGES,845.0,0,True
386697,2013-08-06,1,BEVERAGES,886.0,0,True
388479,2013-08-07,1,BEVERAGES,866.0,0,True
390261,2013-08-08,1,BEVERAGES,859.0,0,True
392043,2013-08-09,1,BEVERAGES,924.0,0,True
393825,2013-08-10,1,BEVERAGES,565.0,0,True
395607,2013-08-11,1,BEVERAGES,412.0,0,True
397389,2013-08-12,1,BEVERAGES,860.0,0,True
399171,2013-08-13,1,BEVERAGES,706.0,0,True
400953,2013-08-14,1,BEVERAGES,821.0,0,True
402735,2013-08-15,1,BEVERAGES,737.0,0,True
404517,2013-08-16,1,BEVERAGES,1053.0,0,True
406299,2013-08-17,1,BEVERAGES,828.0,0,True
408081,2013-08-18,1,BEVERAGES,346.0,0,True
409863,2013-08-19,1,BEVERAGES,824.0,0,True
411645,2013-08-20,1,BEVERAGES,721.0,0,True
413427,2013-08-21,1,BEVERAGES,827.0,0,True
415209,2013-08-22,1,BEVERAGES,744.0,0,True
416991,2013-08-23,1,BEVERAGES,885.0,0,True
418773,2013-08-24,1,BEVERAGES,757.0,0,True
420555,2013-08-25,1,BEVERAGES,316.0,0,True
422337,2013-08-26,1,BEVERAGES,823.0,0,True
424119,2013-08-27,1,BEVERAGES,718.0,0,True
425901,2013-08-28,1,BEVERAGES,876.0,0,True
427683,2013-08-29,1,BEVERAGES,789.0,0,True
429465,2013-08-30,1,BEVERAGES,990.0,0,True
431247,2013-08-31,1,BEVERAGES,936.0,0,True
433029,2013-09-01,1,BEVERAGES,402.0,0,True
434811,2013-09-02,1,BEVERAGES,852.0,0,True
436593,2013-09-03,1,BEVERAGES,1061.0,0,True
438375,2013-09-04,1,BEVERAGES,946.0,0,True
440157,2013-09-05,1,BEVERAGES,857.0,0,True
441939,2013-09-06,1,BEVERAGES,968.0,0,True
443721,2013-09-07,1,BEVERAGES,1088.0,0,True
445503,2013-09-08,1,BEVERAGES,343.0,0,True
447285,2013-09-09,1,BEVERAGES,799.0,0,True
449067,2013-09-10,1,BEVERAGES,818.0,0,True
450849,2013-09-11,1,BEVERAGES,962.0,0,True
452631,2013-09-12,1,BEVERAGES,934.0,0,True
454413,2013-09-13,1,BEVERAGES,784.0,0,True
456195,2013-09-14,1,BEVERAGES,1180.0,0,True
457977,2013-09-15,1,BEVERAGES,447.0,0,True
459759,2013-09-16,1,BEVERAGES,971.0,0,True
461541,2013-09-17,1,BEVERAGES,764.0,0,True
463323,2013-09-18,1,BEVERAGES,827.0,0,True
465105,2013-09-19,1,BEVERAGES,848.0,0,True
466887,2013-09-20,1,BEVERAGES,913.0,0,True
468669,2013-09-21,1,BEVERAGES,1034.0,0,True
470451,2013-09-22,1,BEVERAGES,469.0,0,True
472233,2013-09-23,1,BEVERAGES,968.0,0,True
474015,2013-09-24,1,BEVERAGES,896.0,0,True
475797,2013-09-25,1,BEVERAGES,1058.0,0,True
477579,2013-09-26,1,BEVERAGES,1104.0,0,True
479361,2013-09-27,1,BEVERAGES,1025.0,0,True
481143,2013-09-28,1,BEVERAGES,1048.0,0,True
482925,2013-09-29,1,BEVERAGES,470.0,0,True
484707,2013-09-30,1,BEVERAGES,1001.0,0,True
486489,2013-10-01,1,BEVERAGES,947.0,0,True
488271,2013-10-02,1,BEVERAGES,1285.0,0,True
490053,2013-10-03,1,BEVERAGES,842.0,0,True
491835,2013-10-04,1,BEVERAGES,1162.0,0,True
493617,2013-10-05,1,BEVERAGES,1068.0,0,True
495399,2013-10-06,1,BEVERAGES,393.0,0,True
497181,2013-10-07,1,BEVERAGES,956.0,0,True
498963,2013-10-08,1,BEVERAGES,971.0,0,True
500745,2013-10-09,1,BEVERAGES,913.0,0,True
502527,2013-10-10,1,BEVERAGES,984.0,0,True
504309,2013-10-11,1,BEVERAGES,539.0,0,True
506091,2013-10-12,1,BEVERAGES,752.0,0,True
507873,2013-10-13,1,BEVERAGES,472.0,0,True
509655,2013-10-14,1,BEVERAGES,926.0,0,True
511437,2013-10-15,1,BEVERAGES,725.0,0,True
513219,2013-10-16,1,BEVERAGES,884.0,0,True
515001,2013-10-17,1,BEVERAGES,897.0,0,True
516783,2013-10-18,1,BEVERAGES,932.0,0,True
518565,2013-10-19,1,BEVERAGES,981.0,0,True
520347,2013-10-20,1,BEVERAGES,455.0,0,True
522129,2013-10-21,1,BEVERAGES,1030.0,0,True
523911,2013-10-22,1,BEVERAGES,801.0,0,True
525693,2013-10-23,1,BEVERAGES,835.0,0,True
527475,2013-10-24,1,BEVERAGES,816.0,0,True
529257,2013-10-25,1,BEVERAGES,900.0,0,True
531039,2013-10-26,1,BEVERAGES,967.0,0,True
532821,2013-10-27,1,BEVERAGES,424.0,0,True
534603,2013-10-28,1,BEVERAGES,902.0,0,True
536385,2013-10-29,1,BEVERAGES,890.0,0,True
538167,2013-10-30,1,BEVERAGES,830.0,0,True
539949,2013-10-31,1,BEVERAGES,764.0,0,True
541731,2013-11-01,1,BEVERAGES,990.0,0,True
543513,2013-11-02,1,BEVERAGES,1030.0,0,True
545295,2013-11-03,1,BEVERAGES,441.0,0,True
547077,2013-11-04,1,BEVERAGES,1002.0,0,True
548859,2013-11-05,1,BEVERAGES,853.0,0,True
550641,2013-11-06,1,BEVERAGES,1009.0,0,True
552423,2013-11-07,1,BEVERAGES,901.0,0,True
554205,2013-11-08,1,BEVERAGES,1088.0,0,True
555987,2013-11-09,1,BEVERAGES,940.0,0,True
557769,2013-11-10,1,BEVERAGES,430.0,0,True
559551,2013-11-11,1,BEVERAGES,835.0,0,True
561333,2013-11-12,1,BEVERAGES,819.0,0,True
563115,2013-11-13,1,BEVERAGES,1148.0,0,True
564897,2013-11-14,1,BEVERAGES,922.0,0,True
566679,2013-11-15,1,BEVERAGES,899.0,0,True
568461,2013-11-16,1,BEVERAGES,971.0,0,True
570243,2013-11-17,1,BEVERAGES,363.0,0,True
572025,2013-11-18,1,BEVERAGES,901.0,0,True
573807,2013-11-19,1,BEVERAGES,1019.0,0,True
575589,2013-11-20,1,BEVERAGES,1027.0,0,True
577371,2013-11-21,1,BEVERAGES,791.0,0,True
579153,2013-11-22,1,BEVERAGES,834.0,0,True
580935,2013-11-23,1,BEVERAGES,887.0,0,True
582717,2013-11-24,1,BEVERAGES,386.0,0,True
584499,2013-11-25,1,BEVERAGES,939.0,0,True
586281,2013-11-26,1,BEVERAGES,860.0,0,True
588063,2013-11-27,1,BEVERAGES,1049.0,0,True
589845,2013-11-28,1,BEVERAGES,783.0,0,True
591627,2013-11-29,1,BEVERAGES,924.0,0,True
593409,2013-11-30,1,BEVERAGES,987.0,0,True
595191,2013-12-01,1,BEVERAGES,431.0,0,True
596973,2013-12-02,1,BEVERAGES,991.0,0,True
598755,2013-12-03,1,BEVERAGES,982.0,0,True
600537,2013-12-04,1,BEVERAGES,1141.0,0,True
602319,2013-12-05,1,BEVERAGES,1008.0,0,True
604101,2013-12-06,1,BEVERAGES,332.0,0,True
605883,2013-12-07,1,BEVERAGES,864.0,0,True
607665,2013-12-08,1,BEVERAGES,322.0,0,True
609447,2013-12-09,1,BEVERAGES,971.0,0,True
611229,2013-12-10,1,BEVERAGES,1030.0,0,True
613011,2013-12-11,1,BEVERAGES,1085.0,0,True
614793,2013-12-12,1,BEVERAGES,1190.0,0,True
616575,2013-12-13,1,BEVERAGES,1143.0,0,True
618357,2013-12-14,1,BEVERAGES,1245.0,0,True
620139,2013-12-15,1,BEVERAGES,462.0,0,True
621921,2013-12-16,1,BEVERAGES,1147.0,0,True
623703,2013-12-17,1,BEVERAGES,921.0,0,True
625485,2013-12-18,1,BEVERAGES,1122.0,0,True
627267,2013-12-19,1,BEVERAGES,1192.0,0,True
629049,2013-12-20,1,BEVERAGES,1169.0,0,True
630831,2013-12-21,1,BEVERAGES,1265.0,0,True
632613,2013-12-22,1,BEVERAGES,796.0,0,True
634395,2013-12-23,1,BEVERAGES,1464.0,0,True
636177,2013-12-24,1,BEVERAGES,1248.0,0,True
637959,2013-12-26,1,BEVERAGES,1009.0,0,True
639741,2013-12-27,1,BEVERAGES,1025.0,0,True
641523,2013-12-28,1,BEVERAGES,803.0,0,True
643305,2013-12-29,1,BEVERAGES,242.0,0,True
645087,2013-12-30,1,BEVERAGES,1001.0,0,True
646869,2013-12-31,1,BEVERAGES,840.0,0,True
648651,2014-01-01,1,BEVERAGES,0.0,0,False
650433,2014-01-02,1,BEVERAGES,2524.0,0,True
652215,2014-01-03,1,BEVERAGES,2192.0,0,True
653997,2014-01-04,1,BEVERAGES,2282.0,0,True
655779,2014-01-05,1,BEVERAGES,989.0,0,True
657561,2014-01-06,1,BEVERAGES,2417.0,0,True
659343,2014-01-07,1,BEVERAGES,1963.0,0,True
661125,2014-01-08,1,BEVERAGES,2285.0,0,True
662907,2014-01-09,1,BEVERAGES,1982.0,0,True
664689,2014-01-10,1,BEVERAGES,2059.0,0,True
666471,2014-01-11,1,BEVERAGES,2152.0,0,True
668253,2014-01-12,1,BEVERAGES,998.0,0,True
670035,2014-01-13,1,BEVERAGES,2275.0,0,True
671817,2014-01-14,1,BEVERAGES,1911.0,0,True
673599,2014-01-15,1,BEVERAGES,2503.0,0,True
675381,2014-01-16,1,BEVERAGES,1747.0,0,True
677163,2014-01-17,1,BEVERAGES,2085.0,0,True
678945,2014-01-18,1,BEVERAGES,2183.0,0,True
680727,2014-01-19,1,BEVERAGES,1039.0,0,True
682509,2014-01-20,1,BEVERAGES,1834.0,0,True
684291,2014-01-21,1,BEVERAGES,2243.0,0,True
686073,2014-01-22,1,BEVERAGES,2168.0,0,True
687855,2014-01-23,1,BEVERAGES,1781.0,0,True
689637,2014-01-24,1,BEVERAGES,2246.0,0,True
691419,2014-01-25,1,BEVERAGES,1840.0,0,True
693201,2014-01-26,1,BEVERAGES,857.0,0,True
694983,2014-01-27,1,BEVERAGES,2003.0,0,True
696765,2014-01-28,1,BEVERAGES,1852.0,0,True
698547,2014-01-29,1,BEVERAGES,1964.0,0,True
700329,2014-01-30,1,BEVERAGES,1788.0,0,True
702111,2014-01-31,1,BEVERAGES,2000.0,0,True
703893,2014-02-01,1,BEVERAGES,1216.0,0,True
705675,2014-02-02,1,BEVERAGES,401.0,0,True
707457,2014-02-03,1,BEVERAGES,793.0,0,True
709239,2014-02-04,1,BEVERAGES,823.0,0,True
711021,2014-02-05,1,BEVERAGES,961.0,0,True
712803,2014-02-06,1,BEVERAGES,870.0,0,True
714585,2014-02-07,1,BEVERAGES,977.0,0,True
716367,2014-02-08,1,BEVERAGES,994.0,0,True
718149,2014-02-09,1,BEVERAGES,389.0,0,True
719931,2014-02-10,1,BEVERAGES,815.0,0,True
721713,2014-02-11,1,BEVERAGES,1028.0,0,True
723495,2014-02-12,1,BEVERAGES,1078.0,0,True
725277,2014-02-13,1,BEVERAGES,1127.0,0,True
727059,2014-02-14,1,BEVERAGES,1160.0,0,True
728841,2014-02-15,1,BEVERAGES,1171.0,0,True
730623,2014-02-16,1,BEVERAGES,415.0,0,True
732405,2014-02-17,1,BEVERAGES,919.0,0,True
734187,2014-02-18,1,BEVERAGES,972.0,0,True
735969,2014-02-19,1,BEVERAGES,1113.0,0,True
737751,2014-02-20,1,BEVERAGES,864.0,0,True
739533,2014-02-21,1,BEVERAGES,827.0,0,True
741315,2014-02-22,1,BEVERAGES,1070.0,0,True
743097,2014-02-23,1,BEVERAGES,444.0,0,True
744879,2014-02-24,1,BEVERAGES,1092.0,0,True
746661,2014-02-25,1,BEVERAGES,998.0,0,True
748443,2014-02-26,1,BEVERAGES,892.0,0,True
750225,2014-02-27,1,BEVERAGES,763.0,0,True
752007,2014-02-28,1,BEVERAGES,977.0,0,True
753789,2014-03-01,1,BEVERAGES,1686.0,0,True
755571,2014-03-02,1,BEVERAGES,433.0,0,True
757353,2014-03-03,1,BEVERAGES,621.0,0,True
759135,2014-03-04,1,BEVERAGES,787.0,0,True
760917,2014-03-05,1,BEVERAGES,2248.0,0,True
762699,2014-03-06,1,BEVERAGES,2140.0,0,True
764481,2014-03-07,1,BEVERAGES,2216.0,0,True
766263,2014-03-08,1,BEVERAGES,2087.0,0,True
768045,2014-03-09,1,BEVERAGES,1084.0,0,True
769827,2014-03-10,1,BEVERAGES,2085.0,0,True
771609,2014-03-11,1,BEVERAGES,1905.0,0,True
773391,2014-03-12,1,BEVERAGES,2268.0,0,True
775173,2014-03-13,1,BEVERAGES,1732.0,0,True
776955,2014-03-14,1,BEVERAGES,2036.0,0,True
778737,2014-03-15,1,BEVERAGES,1948.0,0,True
780519,2014-03-16,1,BEVERAGES,1116.0,0,True
782301,2014-03-17,1,BEVERAGES,2049.0,0,True
784083,2014-03-18,1,BEVERAGES,2009.0,0,True
785865,2014-03-19,1,BEVERAGES,2220.0,0,True
787647,2014-03-20,1,BEVERAGES,1730.0,0,True
789429,2014-03-21,1,BEVERAGES,2094.0,0,True
791211,2014-03-22,1,BEVERAGES,2199.0,0,True
792993,2014-03-23,1,BEVERAGES,929.0,0,True
794775,2014-03-24,1,BEVERAGES,2110.0,0,True
796557,2014-03-25,1,BEVERAGES,2022.0,0,True
798339,2014-03-26,1,BEVERAGES,2084.0,0,True
800121,2014-03-27,1,BEVERAGES,1686.0,0,True
801903,2014-03-28,1,BEVERAGES,1942.0,0,True
803685,2014-03-29,1,BEVERAGES,2492.0,0,True
805467,2014-03-30,1,BEVERAGES,1059.0,0,True
807249,2014-03-31,1,BEVERAGES,2071.0,0,True
809031,2014-04-01,1,BEVERAGES,1096.0,0,True
810813,2014-04-02,1,BEVERAGES,1340.0,0,True
812595,2014-04-03,1,BEVERAGES,940.0,0,True
814377,2014-04-04,1,BEVERAGES,1105.0,0,True
816159,2014-04-05,1,BEVERAGES,1191.0,0,True
817941,2014-04-06,1,BEVERAGES,559.0,0,True
819723,2014-04-07,1,BEVERAGES,1209.0,0,True
821505,2014-04-08,1,BEVERAGES,892.0,0,True
823287,2014-04-09,1,BEVERAGES,1134.0,0,True
825069,2014-04-10,1,BEVERAGES,1035.0,0,True
826851,2014-04-11,1,BEVERAGES,1082.0,0,True
828633,2014-04-12,1,BEVERAGES,1036.0,0,True
830415,2014-04-13,1,BEVERAGES,436.0,0,True
832197,2014-04-14,1,BEVERAGES,1056.0,0,True
833979,2014-04-15,1,BEVERAGES,1038.0,0,True
835761,2014-04-16,1,BEVERAGES,1074.0,0,True
837543,2014-04-17,1,BEVERAGES,972.0,0,True
839325,2014-04-18,1,BEVERAGES,370.0,0,True
841107,2014-04-19,1,BEVERAGES,800.0,0,True
842889,2014-04-20,1,BEVERAGES,406.0,0,True
844671,2014-04-21,1,BEVERAGES,1371.0,0,True
846453,2014-04-22,1,BEVERAGES,1079.0,0,True
848235,2014-04-23,1,BEVERAGES,1062.0,0,True
850017,2014-04-24,1,BEVERAGES,995.0,0,True
851799,2014-04-25,1,BEVERAGES,1190.0,0,True
853581,2014-04-26,1,BEVERAGES,1150.0,0,True
855363,2014-04-27,1,BEVERAGES,339.0,0,True
857145,2014-04-28,1,BEVERAGES,995.0,0,True
858927,2014-04-29,1,BEVERAGES,872.0,0,True
860709,2014-04-30,1,BEVERAGES,1202.0,0,True
862491,2014-05-01,1,BEVERAGES,348.0,0,True
864273,2014-05-02,1,BEVERAGES,1106.0,0,True
866055,2014-05-03,1,BEVERAGES,1172.0,0,True
867837,2014-05-04,1,BEVERAGES,491.0,0,True
869619,2014-05-05,1,BEVERAGES,794.0,0,True
871401,2014-05-06,1,BEVERAGES,1046.0,0,True
873183,2014-05-07,1,BEVERAGES,1010.0,0,True
